target,model_class,model,feature_group,ticker,rmse,mae,r2
future_vol_21d,XGBoost,XGBoost | baseline_plus_vix_emeu,baseline_plus_vix_emeu,XLV,0.0034624883789684323,0.0024553246793313434,-0.23740070184694018
future_vol_21d,XGBoost,XGBoost | full_uncertainty,full_uncertainty,XLV,0.003656782714737935,0.002658141331780982,-0.38016821005821066
future_vol_5d,Linear Regression,Linear Regression | baseline_plus_vix,baseline_plus_vix,SPY,0.004787471166651049,0.0031727926702048393,0.3859965324832071
future_vol_5d,Linear Regression,Linear Regression | baseline_plus_vix_epu,baseline_plus_vix_epu,SPY,0.004799378929671751,0.003145601904105974,0.3829383415195494
future_vol_5d,Linear Regression,Linear Regression | baseline,baseline,SPY,0.004946663384996575,0.003197268096201335,0.34448414984724185
future_vol_5d,Linear Regression,Linear Regression | baseline_plus_epu,baseline_plus_epu,SPY,0.004963446481934633,0.0032386071829773318,0.34002852052530497
future_vol_5d,Linear Regression,Linear Regression | baseline_plus_vix_emeu,baseline_plus_vix_emeu,SPY,0.0050484705658453925,0.0032977385971722415,0.31722417120123314
future_vol_5d,Linear Regression,Linear Regression | full_uncertainty,full_uncertainty,SPY,0.005081433590606857,0.0033297804177397946,0.30827895433369246
future_vol_5d,Linear Regression,Linear Regression | baseline_plus_emeu,baseline_plus_emeu,SPY,0.0056357234720971405,0.003691009571976622,0.1491405397278177
future_vol_5d,Linear Regression,Linear Regression | baseline_plus_epu_emeu,baseline_plus_epu_emeu,SPY,0.005689017396217868,0.003724123227462794,0.1329722362003728
future_vol_5d,Random Forest,Random Forest | baseline_plus_vix_epu,baseline_plus_vix_epu,SPY,0.004896287352763055,0.0034674854665928813,0.35776750397124657
future_vol_5d,Random Forest,Random Forest | baseline_plus_vix,baseline_plus_vix,SPY,0.004907735959518797,0.0033875529740141847,0.354760628415705
future_vol_5d,Random Forest,Random Forest | baseline_plus_epu,baseline_plus_epu,SPY,0.004919216158730048,0.0033981955006916684,0.3517384037532558
future_vol_5d,Random Forest,Random Forest | baseline_plus_vix_emeu,baseline_plus_vix_emeu,SPY,0.0049281692391330385,0.003413144816912131,0.3493765559901999
future_vol_5d,Random Forest,Random Forest | full_uncertainty,full_uncertainty,SPY,0.004938428014288444,0.003478555952283609,0.3466649824123239
future_vol_5d,Random Forest,Random Forest | baseline_plus_epu_emeu,baseline_plus_epu_emeu,SPY,0.005002668543521408,0.003504242960772265,0.3295568783485141
future_vol_5d,Random Forest,Random Forest | baseline,baseline,SPY,0.0050234534188475875,0.0032759842379535727,0.323974247795045
future_vol_5d,Random Forest,Random Forest | baseline_plus_emeu,baseline_plus_emeu,SPY,0.005073394187650433,0.0034745566269658735,0.31046598483824184
future_vol_5d,XGBoost,XGBoost | baseline_plus_vix,baseline_plus_vix,SPY,0.004735122118746383,0.0031057489423797153,0.3993508747919582
future_vol_5d,XGBoost,XGBoost | baseline_plus_vix_epu,baseline_plus_vix_epu,SPY,0.004812006891232201,0.0032730088739617667,0.379686886552701
future_vol_5d,XGBoost,XGBoost | baseline,baseline,SPY,0.004888610916123068,0.0031878670736853808,0.3597797193575025
future_vol_5d,XGBoost,XGBoost | full_uncertainty,full_uncertainty,SPY,0.004888951671993806,0.003256160595184407,0.3596904643825364
future_vol_5d,XGBoost,XGBoost | baseline_plus_epu,baseline_plus_epu,SPY,0.0050019749419975435,0.0034395284022268402,0.32974277438784494
future_vol_5d,XGBoost,XGBoost | baseline_plus_vix_emeu,baseline_plus_vix_emeu,SPY,0.005003964667409443,0.0031811157701099107,0.32920942781960916
future_vol_5d,XGBoost,XGBoost | baseline_plus_epu_emeu,baseline_plus_epu_emeu,SPY,0.005061071350652739,0.003484972790305987,0.3138115541753005
future_vol_5d,XGBoost,XGBoost | baseline_plus_emeu,baseline_plus_emeu,SPY,0.005132006474169178,0.003519698530503121,0.2944417535546475
future_vol_5d,Linear Regression,Linear Regression | baseline_plus_vix_epu,baseline_plus_vix_epu,XLE,0.006943397632565416,0.004858789379049559,0.2190047379397213
future_vol_5d,Linear Regression,Linear Regression | baseline_plus_vix,baseline_plus_vix,XLE,0.006967512827054065,0.004904668155705441,0.2135703498567625
future_vol_5d,Linear Regression,Linear Regression | baseline_plus_vix_emeu,baseline_plus_vix_emeu,XLE,0.007142363767583067,0.005007293118519232,0.1736039054386549
future_vol_5d,Linear Regression,Linear Regression | full_uncertainty,full_uncertainty,XLE,0.007176626124772948,0.005034525433610536,0.16565634304600185
future_vol_5d,Linear Regression,Linear Regression | baseline,baseline,XLE,0.007461901922702369,0.005316246623766113,0.09800652028230139
future_vol_5d,Linear Regression,Linear Regression | baseline_plus_epu,baseline_plus_epu,XLE,0.007478055468109378,0.005347571850618315,0.09409701737133436
future_vol_5d,Linear Regression,Linear Regression | baseline_plus_emeu,baseline_plus_emeu,XLE,0.007988938599263095,0.0056446560295531,-0.03390941895405186
future_vol_5d,Linear Regression,Linear Regression | baseline_plus_epu_emeu,baseline_plus_epu_emeu,XLE,0.00803844248736427,0.005670412484808403,-0.04676246900948189
future_vol_5d,Random Forest,Random Forest | baseline_plus_vix,baseline_plus_vix,XLE,0.006920518032183273,0.004889553405309242,0.2241432652349178
future_vol_5d,Random Forest,Random Forest | baseline_plus_vix_epu,baseline_plus_vix_epu,XLE,0.007035032261722663,0.005009040866686628,0.19825453519369984
future_vol_5d,Random Forest,Random Forest | full_uncertainty,full_uncertainty,XLE,0.007071709700745501,0.005038115269973834,0.1898728749717532
future_vol_5d,Random Forest,Random Forest | baseline_plus_vix_emeu,baseline_plus_vix_emeu,XLE,0.007081964822988851,0.004979336461342626,0.18752154071487337
future_vol_5d,Random Forest,Random Forest | baseline,baseline,XLE,0.007335124436563828,0.005134123103640316,0.12839583512248853
future_vol_5d,Random Forest,Random Forest | baseline_plus_emeu,baseline_plus_emeu,XLE,0.007360445085319934,0.005189847770357713,0.12236794155300723
future_vol_5d,Random Forest,Random Forest | baseline_plus_epu_emeu,baseline_plus_epu_emeu,XLE,0.007449591064928281,0.005261574500547284,0.10098033405016027
future_vol_5d,Random Forest,Random Forest | baseline_plus_epu,baseline_plus_epu,XLE,0.007711256793264402,0.005355325320915909,0.03671531222512314
future_vol_5d,XGBoost,XGBoost | baseline_plus_vix,baseline_plus_vix,XLE,0.007004548098795492,0.004909695623649911,0.20518771919709822
future_vol_5d,XGBoost,XGBoost | baseline_plus_vix_emeu,baseline_plus_vix_emeu,XLE,0.007059963049042036,0.0048190763744505455,0.19256200615487096
future_vol_5d,XGBoost,XGBoost | baseline_plus_vix_epu,baseline_plus_vix_epu,XLE,0.007155218672380881,0.0051155447735934,0.17062651493273162
future_vol_5d,XGBoost,XGBoost | full_uncertainty,full_uncertainty,XLE,0.007255582544469477,0.005144380537640925,0.14719664590122195
future_vol_5d,XGBoost,XGBoost | baseline,baseline,XLE,0.0075691710803222475,0.005193363612973841,0.07188676044640241
future_vol_5d,XGBoost,XGBoost | baseline_plus_epu_emeu,baseline_plus_epu_emeu,XLE,0.0076695336167974994,0.005385054726658177,0.0471111703529391
future_vol_5d,XGBoost,XGBoost | baseline_plus_emeu,baseline_plus_emeu,XLE,0.0076897591584806635,0.00542119177115514,0.04207876395476928
future_vol_5d,XGBoost,XGBoost | baseline_plus_epu,baseline_plus_epu,XLE,0.007919691160374899,0.005505622609366636,-0.016063421959699342
future_vol_5d,Linear Regression,Linear Regression | baseline_plus_vix_epu,baseline_plus_vix_epu,XLF,0.005501989625611434,0.004040063346384802,0.1592234382061949
future_vol_5d,Linear Regression,Linear Regression | baseline,baseline,XLF,0.005524724208245658,0.004050388203422872,0.15226079482397825
future_vol_5d,Linear Regression,Linear Regression | baseline_plus_vix,baseline_plus_vix,XLF,0.005555092379284115,0.004105391530728646,0.1429155158561024
future_vol_5d,Linear Regression,Linear Regression | baseline_plus_epu,baseline_plus_epu,XLF,0.005570797264730383,0.0041073951323874,0.13806251259706515
future_vol_5d,Linear Regression,Linear Regression | baseline_plus_vix_emeu,baseline_plus_vix_emeu,XLF,0.005759732274570577,0.00417831409579764,0.07860541434832302
future_vol_5d,Linear Regression,Linear Regression | full_uncertainty,full_uncertainty,XLF,0.0058122480034892106,0.00422992751900843,0.06172674735845207
future_vol_5d,Linear Regression,Linear Regression | baseline_plus_emeu,baseline_plus_emeu,XLF,0.006338014413668599,0.004603709469179218,-0.11570019022172318
future_vol_5d,Linear Regression,Linear Regression | baseline_plus_epu_emeu,baseline_plus_epu_emeu,XLF,0.006400414611840586,0.0046483270278025466,-0.13777733484815258
future_vol_5d,Random Forest,Random Forest | baseline_plus_vix,baseline_plus_vix,XLF,0.005383063934522772,0.0038883795812016974,0.19517744666522718
future_vol_5d,Random Forest,Random Forest | baseline_plus_vix_emeu,baseline_plus_vix_emeu,XLF,0.005554159677217655,0.003936040852130139,0.14320330129863423
future_vol_5d,Random Forest,Random Forest | baseline_plus_vix_epu,baseline_plus_vix_epu,XLF,0.005564191596988799,0.003972888424466306,0.14010541478887906
future_vol_5d,Random Forest,Random Forest | baseline,baseline,XLF,0.005577569215225044,0.003934838955490942,0.13596566882737804
future_vol_5d,Random Forest,Random Forest | full_uncertainty,full_uncertainty,XLF,0.005581816717508852,0.003976311190968776,0.13464918666052683
future_vol_5d,Random Forest,Random Forest | baseline_plus_epu,baseline_plus_epu,XLF,0.005592444150827245,0.00404885495249813,0.1313509010754078
future_vol_5d,Random Forest,Random Forest | baseline_plus_emeu,baseline_plus_emeu,XLF,0.005650714050631866,0.004068869001572704,0.11315499631363402
future_vol_5d,Random Forest,Random Forest | baseline_plus_epu_emeu,baseline_plus_epu_emeu,XLF,0.005673260089531128,0.004123984362370169,0.10606395226781828
future_vol_5d,XGBoost,XGBoost | full_uncertainty,full_uncertainty,XLF,0.005562026118111631,0.004007670701333498,0.14077459419596383
future_vol_5d,XGBoost,XGBoost | baseline,baseline,XLF,0.005572780541523784,0.003990185931854829,0.13744868127990728
future_vol_5d,XGBoost,XGBoost | baseline_plus_vix_emeu,baseline_plus_vix_emeu,XLF,0.005614647527012603,0.0039259073294609145,0.1244397083503681
future_vol_5d,XGBoost,XGBoost | baseline_plus_epu,baseline_plus_epu,XLF,0.00564966619670925,0.004128727232662033,0.11348387434409779
future_vol_5d,XGBoost,XGBoost | baseline_plus_vix_epu,baseline_plus_vix_epu,XLF,0.005660953282876709,0.00405919753414757,0.1099381146869548
future_vol_5d,XGBoost,XGBoost | baseline_plus_vix,baseline_plus_vix,XLF,0.005668104190198846,0.004004971754111101,0.10768804488219108
future_vol_5d,XGBoost,XGBoost | baseline_plus_epu_emeu,baseline_plus_epu_emeu,XLF,0.0057604288706587055,0.004158712374102896,0.07838252944804314
future_vol_5d,XGBoost,XGBoost | baseline_plus_emeu,baseline_plus_emeu,XLF,0.005925310394887406,0.004279954473821398,0.02486830353626157
future_vol_5d,Linear Regression,Linear Regression | baseline_plus_vix,baseline_plus_vix,XLI,0.0048110171913287765,0.0034215187697105506,0.1902462680462318
future_vol_5d,Linear Regression,Linear Regression | baseline_plus_vix_epu,baseline_plus_vix_epu,XLI,0.004827210183639876,0.0034173672049480556,0.1847861325781902
future_vol_5d,Linear Regression,Linear Regression | baseline,baseline,XLI,0.004886754160440825,0.0035247871979270876,0.16455065388935908
future_vol_5d,Linear Regression,Linear Regression | baseline_plus_epu,baseline_plus_epu,XLI,0.004896748217422288,0.0035455988110946086,0.16112995129647512
future_vol_5d,Linear Regression,Linear Regression | baseline_plus_vix_emeu,baseline_plus_vix_emeu,XLI,0.005075567718031002,0.0035621433137814434,0.09874353377555245
future_vol_5d,Linear Regression,Linear Regression | full_uncertainty,full_uncertainty,XLI,0.005126912109137303,0.0035979488423223275,0.08041710289045101
future_vol_5d,Linear Regression,Linear Regression | baseline_plus_emeu,baseline_plus_emeu,XLI,0.00559484060758381,0.00395877031170658,-0.09510201325048806
future_vol_5d,Linear Regression,Linear Regression | baseline_plus_epu_emeu,baseline_plus_epu_emeu,XLI,0.005656260415597353,0.003985777700920002,-0.11927791151816391
future_vol_5d,Random Forest,Random Forest | baseline_plus_vix,baseline_plus_vix,XLI,0.004797582794233352,0.003464592203215231,0.1947623044639718
future_vol_5d,Random Forest,Random Forest | baseline_plus_vix_epu,baseline_plus_vix_epu,XLI,0.004843203363659384,0.0035904217416948465,0.17937536332957849
future_vol_5d,Random Forest,Random Forest | baseline_plus_vix_emeu,baseline_plus_vix_emeu,XLI,0.0048572662039488195,0.0035167538522141092,0.17460287425612264
future_vol_5d,Random Forest,Random Forest | full_uncertainty,full_uncertainty,XLI,0.00487358413268569,0.003601243852256645,0.16904773480080737
future_vol_5d,Random Forest,Random Forest | baseline_plus_epu,baseline_plus_epu,XLI,0.004905885273542776,0.0035992443941478738,0.15799646212487195
future_vol_5d,Random Forest,Random Forest | baseline,baseline,XLI,0.005006528333248955,0.0035094936034156836,0.12309509915407069
future_vol_5d,Random Forest,Random Forest | baseline_plus_epu_emeu,baseline_plus_epu_emeu,XLI,0.005006663882902844,0.0036801944319122017,0.12304761484678584
future_vol_5d,Random Forest,Random Forest | baseline_plus_emeu,baseline_plus_emeu,XLI,0.005070670232226593,0.0036368835798473455,0.1004819644230408
future_vol_5d,XGBoost,XGBoost | baseline_plus_vix,baseline_plus_vix,XLI,0.0047503083385572326,0.0033702126951457635,0.2105534318197423
future_vol_5d,XGBoost,XGBoost | baseline_plus_vix_epu,baseline_plus_vix_epu,XLI,0.004760964680820083,0.003468298986094227,0.20700753617926515
future_vol_5d,XGBoost,XGBoost | full_uncertainty,full_uncertainty,XLI,0.004827278365566139,0.0034867060097503347,0.18476310344035585
future_vol_5d,XGBoost,XGBoost | baseline_plus_epu,baseline_plus_epu,XLI,0.004890767857232765,0.003576783154535326,0.16317771089739808
future_vol_5d,XGBoost,XGBoost | baseline,baseline,XLI,0.004912286073472693,0.003490759412934825,0.15579787337949091
future_vol_5d,XGBoost,XGBoost | baseline_plus_epu_emeu,baseline_plus_epu_emeu,XLI,0.004943483929514042,0.003610421617782751,0.1450407920896345
future_vol_5d,XGBoost,XGBoost | baseline_plus_vix_emeu,baseline_plus_vix_emeu,XLI,0.004985691262152849,0.0034680311608043628,0.13037923076378688
future_vol_5d,XGBoost,XGBoost | baseline_plus_emeu,baseline_plus_emeu,XLI,0.0051851755310358925,0.003724948150153835,0.059397634700187774
future_vol_5d,Linear Regression,Linear Regression | baseline_plus_vix,baseline_plus_vix,XLK,0.006748749912843103,0.004767915834658395,0.27412540500923543
future_vol_5d,Linear Regression,Linear Regression | baseline_plus_vix_epu,baseline_plus_vix_epu,XLK,0.006786517527631994,0.004785535906852637,0.26597833729120157
future_vol_5d,Linear Regression,Linear Regression | baseline,baseline,XLK,0.006935264636918637,0.0049126377063052565,0.23344909239806677
future_vol_5d,Linear Regression,Linear Regression | baseline_plus_epu,baseline_plus_epu,XLK,0.006935744799923714,0.004926356252332763,0.23334294442873904
future_vol_5d,Linear Regression,Linear Regression | baseline_plus_vix_emeu,baseline_plus_vix_emeu,XLK,0.006944634940372321,0.00488953079849592,0.23137630429882572
future_vol_5d,Linear Regression,Linear Regression | full_uncertainty,full_uncertainty,XLK,0.006967102623454451,0.004928407040354449,0.22639486786681395
future_vol_5d,Linear Regression,Linear Regression | baseline_plus_emeu,baseline_plus_emeu,XLK,0.0073653232198898,0.00520866507012473,0.1354332138405826
future_vol_5d,Linear Regression,Linear Regression | baseline_plus_epu_emeu,baseline_plus_epu_emeu,XLK,0.007400795580402606,0.005238759110560709,0.12708542654051858
future_vol_5d,Random Forest,Random Forest | baseline_plus_epu,baseline_plus_epu,XLK,0.007024236200240986,0.004940332344350541,0.21365497974033187
future_vol_5d,Random Forest,Random Forest | baseline_plus_emeu,baseline_plus_emeu,XLK,0.007037938530917985,0.005006797376113847,0.21058410670432803
future_vol_5d,Random Forest,Random Forest | baseline,baseline,XLK,0.007040778085099857,0.004976474091361493,0.2099469765585149
future_vol_5d,Random Forest,Random Forest | baseline_plus_epu_emeu,baseline_plus_epu_emeu,XLK,0.007073814416027257,0.004980876404710539,0.20251550056729672
future_vol_5d,Random Forest,Random Forest | baseline_plus_vix,baseline_plus_vix,XLK,0.007181548443321941,0.005122716119181895,0.17803918193097512
future_vol_5d,Random Forest,Random Forest | baseline_plus_vix_emeu,baseline_plus_vix_emeu,XLK,0.007233229012357348,0.005128261294919594,0.1661664638455843
future_vol_5d,Random Forest,Random Forest | baseline_plus_vix_epu,baseline_plus_vix_epu,XLK,0.007263949747010505,0.005157531445831904,0.15906856152819548
future_vol_5d,Random Forest,Random Forest | full_uncertainty,full_uncertainty,XLK,0.007289391036689534,0.005165771111310119,0.15316768199051367
future_vol_5d,XGBoost,XGBoost | baseline_plus_vix,baseline_plus_vix,XLK,0.0068911875359323705,0.004889265918954748,0.2431617640086461
future_vol_5d,XGBoost,XGBoost | baseline_plus_vix_epu,baseline_plus_vix_epu,XLK,0.0069966419516513745,0.004998128221737052,0.21982105348544534
future_vol_5d,XGBoost,XGBoost | baseline,baseline,XLK,0.007003764745055406,0.004885936727000116,0.21823175332774825
future_vol_5d,XGBoost,XGBoost | baseline_plus_epu,baseline_plus_epu,XLK,0.007027307472571705,0.004935314373596196,0.21296718746849597
future_vol_5d,XGBoost,XGBoost | baseline_plus_emeu,baseline_plus_emeu,XLK,0.0071274970518140175,0.005022654172337709,0.19036547446636853
future_vol_5d,XGBoost,XGBoost | full_uncertainty,full_uncertainty,XLK,0.0071648949795294166,0.005090959866669482,0.18184689096259032
future_vol_5d,XGBoost,XGBoost | baseline_plus_epu_emeu,baseline_plus_epu_emeu,XLK,0.007166284911865586,0.005033305950385955,0.18152942985056975
future_vol_5d,XGBoost,XGBoost | baseline_plus_vix_emeu,baseline_plus_vix_emeu,XLK,0.007290787022323048,0.005119444367969737,0.15284329852917677
future_vol_5d,Linear Regression,Linear Regression | baseline,baseline,XLV,0.00401409075578263,0.003018741807211137,0.1562456408430699
future_vol_5d,Linear Regression,Linear Regression | baseline_plus_epu,baseline_plus_epu,XLV,0.004021345589852408,0.0030392491189048694,0.15319297966379286
future_vol_5d,Linear Regression,Linear Regression | baseline_plus_vix,baseline_plus_vix,XLV,0.004229465808089291,0.003203069136227286,0.06327374799068997
future_vol_5d,Linear Regression,Linear Regression | baseline_plus_vix_epu,baseline_plus_vix_epu,XLV,0.004275593296594507,0.0032232940241944024,0.0427300415685532
future_vol_5d,Linear Regression,Linear Regression | baseline_plus_vix_emeu,baseline_plus_vix_emeu,XLV,0.004532251978466846,0.003362946502392287,-0.0756469480001194
future_vol_5d,Linear Regression,Linear Regression | full_uncertainty,full_uncertainty,XLV,0.004587300556480675,0.003403808147036577,-0.10193517458263868
future_vol_5d,Linear Regression,Linear Regression | baseline_plus_emeu,baseline_plus_emeu,XLV,0.004727998147414703,0.0034476569280890088,-0.17056692915200355
future_vol_5d,Linear Regression,Linear Regression | baseline_plus_epu_emeu,baseline_plus_epu_emeu,XLV,0.004791284926228993,0.003487488614081691,-0.20211398886597687
future_vol_5d,Random Forest,Random Forest | baseline_plus_vix,baseline_plus_vix,XLV,0.0039142852959085225,0.0030250793584999016,0.19768186711684377
future_vol_5d,Random Forest,Random Forest | baseline,baseline,XLV,0.003931928127018048,0.002989538893484455,0.19043300149921882
future_vol_5d,Random Forest,Random Forest | baseline_plus_vix_emeu,baseline_plus_vix_emeu,XLV,0.004081700823771301,0.0031494881524106377,0.12758325443691332
future_vol_5d,Random Forest,Random Forest | baseline_plus_epu,baseline_plus_epu,XLV,0.004156855971628881,0.003181067082769397,0.09516037895443752
future_vol_5d,Random Forest,Random Forest | baseline_plus_emeu,baseline_plus_emeu,XLV,0.004167487708899659,0.0032371183340686185,0.09052595358355797
future_vol_5d,Random Forest,Random Forest | baseline_plus_vix_epu,baseline_plus_vix_epu,XLV,0.004221541164904609,0.0031961645189709943,0.06678070007132486
future_vol_5d,Random Forest,Random Forest | full_uncertainty,full_uncertainty,XLV,0.004278943825491277,0.0032670809349874047,0.04122914232752595
future_vol_5d,Random Forest,Random Forest | baseline_plus_epu_emeu,baseline_plus_epu_emeu,XLV,0.004286702132246425,0.003303717662814376,0.03774922664024116
future_vol_5d,XGBoost,XGBoost | baseline,baseline,XLV,0.0039623687904612945,0.002972148624589262,0.17784927631260428
future_vol_5d,XGBoost,XGBoost | baseline_plus_vix,baseline_plus_vix,XLV,0.003962506414769793,0.002941048674965442,0.17779216406698217
future_vol_5d,XGBoost,XGBoost | baseline_plus_vix_epu,baseline_plus_vix_epu,XLV,0.0040550750154486155,0.0030419896253344857,0.13892805349170656
future_vol_5d,XGBoost,XGBoost | full_uncertainty,full_uncertainty,XLV,0.004083548769912324,0.0030475567131622323,0.12679312102129303
future_vol_5d,XGBoost,XGBoost | baseline_plus_epu,baseline_plus_epu,XLV,0.004151772286692509,0.0031244493513477257,0.09737219808642561
future_vol_5d,XGBoost,XGBoost | baseline_plus_vix_emeu,baseline_plus_vix_emeu,XLV,0.004259213032365438,0.0030782859180131677,0.05005080256498817
future_vol_5d,XGBoost,XGBoost | baseline_plus_emeu,baseline_plus_emeu,XLV,0.004327613798783084,0.0032634690443099075,0.019294414816674488
future_vol_5d,XGBoost,XGBoost | baseline_plus_epu_emeu,baseline_plus_epu_emeu,XLV,0.004341375189306801,0.00323075347161363,0.013047401587056862
